rownames,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1493,NY,64,area_code_408,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,no
1494,MT,126,area_code_415,no,yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,yes
1495,IA,129,area_code_415,no,no,0,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,no
1496,VT,128,area_code_510,no,yes,32,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,no
1497,LA,81,area_code_415,no,yes,36,115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,3,no
1498,MT,114,area_code_510,no,no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,no
1499,NH,50,area_code_408,no,no,0,154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,0,no
1500,WV,86,area_code_415,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,no
1501,ID,96,area_code_408,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,no
1502,AZ,72,area_code_510,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,no
1503,SC,64,area_code_510,no,yes,40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,no
1504,WV,57,area_code_415,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,no
1505,OH,65,area_code_510,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,no
1506,MD,163,area_code_408,no,no,0,223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1,no
1507,MD,136,area_code_415,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,no
1508,MN,116,area_code_408,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12,6,3.24,1,no
1509,NE,93,area_code_408,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,no
1510,MN,142,area_code_510,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,no
1511,NY,92,area_code_408,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,no
1512,HI,70,area_code_415,no,no,0,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,no
1513,MO,22,area_code_408,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,no
1514,NV,37,area_code_415,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2,no
1515,MA,51,area_code_415,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1,no
1516,NH,174,area_code_408,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,2,no
1517,UT,68,area_code_415,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,yes
1518,FL,130,area_code_415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,no
1519,WA,104,area_code_415,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,no
1520,CT,134,area_code_408,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,no
1521,KY,108,area_code_415,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,no
1522,NM,103,area_code_415,no,no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,no
1523,ND,62,area_code_510,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,no
1524,NV,162,area_code_415,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,no
1525,CA,93,area_code_510,no,yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,no
1526,ID,42,area_code_415,no,no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,no
1527,OK,155,area_code_415,no,yes,23,243.9,112,41.46,133,106,11.31,213.7,123,9.62,13.4,11,3.62,2,no
1528,IA,36,area_code_510,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,0,no
1529,OH,143,area_code_415,no,no,0,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0,yes
1530,NJ,197,area_code_510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,no
1531,IA,81,area_code_510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1,yes
1532,DE,138,area_code_510,yes,no,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,yes
1533,CA,103,area_code_415,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,yes
1534,WY,127,area_code_510,yes,no,0,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2,yes
1535,OR,136,area_code_510,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,yes
1536,ME,99,area_code_415,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,no
1537,AR,95,area_code_415,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,no
1538,ME,118,area_code_408,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,yes
1539,WV,113,area_code_415,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,yes
1540,PA,128,area_code_408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,no
1541,HI,117,area_code_408,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,no
1542,MT,48,area_code_415,no,yes,36,230.9,92,39.25,167.6,121,14.25,270,87,12.15,7.6,4,2.05,3,no
1543,DC,81,area_code_510,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,no
1544,AR,57,area_code_510,no,no,0,192.8,68,32.78,158,86,13.43,235.5,105,10.6,12.7,6,3.43,1,no
1545,MS,140,area_code_408,no,no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,no
1546,OH,107,area_code_510,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11,1,2.97,2,no
1547,MO,56,area_code_415,no,no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,no
1548,TX,159,area_code_415,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,no
1549,MD,102,area_code_415,no,no,0,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1,no
1550,CT,107,area_code_408,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,no
1551,SC,106,area_code_408,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,no
1552,MI,225,area_code_415,no,no,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,yes
1553,SD,75,area_code_408,no,no,0,147.5,110,25.08,191.7,97,16.29,135,68,6.08,16.4,3,4.43,2,no
1554,CO,86,area_code_415,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,no
1555,ID,169,area_code_415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,no
1556,AZ,122,area_code_510,no,yes,22,204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,2,no
1557,FL,106,area_code_408,no,no,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,no
1558,MN,52,area_code_415,no,yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,no
1559,DE,79,area_code_415,no,yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,2,no
1560,MI,135,area_code_415,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,no
1561,MS,70,area_code_408,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,no
1562,MA,80,area_code_408,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10,2,2.7,2,no
1563,CA,37,area_code_415,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,no
1564,MN,161,area_code_415,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,no
1565,VT,137,area_code_510,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1,no
1566,CT,123,area_code_415,no,no,0,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0,no
1567,WV,80,area_code_415,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,no
1568,WV,94,area_code_415,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,no
1569,NE,105,area_code_415,no,yes,27,141.2,96,24,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,no
1570,NC,73,area_code_415,no,yes,31,194.4,104,33.05,176,84,14.96,230.1,110,10.35,11.5,3,3.11,0,no
1571,NE,112,area_code_415,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,no
1572,IL,179,area_code_408,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,no
1573,MA,57,area_code_510,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,no
1574,AZ,127,area_code_415,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,no
1575,SD,122,area_code_415,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,no
1576,MT,33,area_code_510,no,yes,35,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1,no
1577,VT,94,area_code_408,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,no
1578,UT,100,area_code_408,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,no
1579,HI,106,area_code_415,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,no
1580,DC,148,area_code_415,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,no
1581,WI,120,area_code_415,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,no
1582,UT,91,area_code_415,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,no
1583,WA,86,area_code_510,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9,2,2.43,1,no
1584,SD,78,area_code_415,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,no
1585,MT,94,area_code_510,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,no
1586,NJ,85,area_code_415,no,no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,yes
1587,CT,89,area_code_415,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,no
1588,VA,128,area_code_415,no,no,0,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1,no
1589,NC,115,area_code_415,yes,no,0,180,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,no
1590,AK,76,area_code_415,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,no
1591,MD,75,area_code_415,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,no
1592,IL,90,area_code_415,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2,no
1593,CT,30,area_code_408,no,no,0,137.6,108,23.39,162,80,13.77,187.7,126,8.45,5.8,10,1.57,3,no
1594,KS,105,area_code_415,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,yes
1595,MA,102,area_code_415,no,yes,31,125.3,92,21.3,141.2,108,12,168.2,68,7.57,6.3,2,1.7,3,no
1596,NJ,83,area_code_415,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,no
1597,AR,63,area_code_510,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,no
1598,MS,155,area_code_408,no,no,0,163,93,27.71,203.9,102,17.33,159,109,7.15,15.1,4,4.08,2,no
1599,ND,82,area_code_415,no,yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,no
1600,IN,87,area_code_510,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,no
1601,MI,115,area_code_415,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,no
1602,AR,99,area_code_510,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,yes
1603,VT,121,area_code_415,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,no
1604,WV,54,area_code_510,no,yes,33,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2,no
1605,ME,105,area_code_408,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,no
1606,IA,73,area_code_415,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3,1,no
1607,CT,95,area_code_415,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,no
1608,NM,21,area_code_415,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,no
1609,OR,163,area_code_408,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,no
1610,VT,57,area_code_415,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,no
1611,RI,104,area_code_408,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,no
1612,RI,83,area_code_415,no,yes,20,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,no
1613,NM,141,area_code_415,no,no,0,160.1,87,27.22,256.7,120,21.82,270,107,12.15,7,1,1.89,2,no
1614,AL,95,area_code_415,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,no
1615,MT,184,area_code_415,no,no,0,236.4,73,40.19,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1,yes
1616,CT,74,area_code_408,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,no
1617,TN,67,area_code_415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,no
1618,ID,104,area_code_415,yes,no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11,4,2.97,0,no
1619,TX,71,area_code_415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,no
1620,NH,149,area_code_415,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,yes
1621,ND,154,area_code_408,no,yes,35,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,no
1622,SC,138,area_code_510,no,yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,no
1623,KS,117,area_code_415,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,no
1624,ME,130,area_code_408,no,no,0,176.3,140,29.97,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1,no
1625,RI,73,area_code_415,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,no
1626,WI,100,area_code_510,no,yes,38,224.7,121,38.2,294,131,24.99,290,61,13.05,9.8,6,2.65,0,no
1627,NC,149,area_code_510,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,no
1628,OH,29,area_code_408,no,no,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,no
1629,WY,131,area_code_510,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,no
1630,NJ,153,area_code_510,no,no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2,no
1631,ND,84,area_code_510,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,no
1632,WI,133,area_code_510,no,no,0,187,65,31.79,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2,no
1633,KY,112,area_code_415,no,no,0,170.5,113,28.99,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0,no
1634,NY,87,area_code_415,no,no,0,204.8,101,34.82,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0,no
1635,MO,72,area_code_415,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12,5,3.24,2,no
1636,AZ,66,area_code_510,no,no,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,yes
1637,MN,65,area_code_510,no,yes,29,158.1,104,26.88,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1,no
1638,CO,74,area_code_415,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,no
1639,MD,116,area_code_408,no,no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,yes
1640,AR,68,area_code_510,no,no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,no
1641,TN,68,area_code_415,no,no,0,222.8,99,37.88,175.8,85,14.94,202,111,9.09,11,3,2.97,3,no
1642,DE,54,area_code_415,yes,no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,no
1643,TN,99,area_code_408,no,no,0,54.8,92,9.32,173,103,14.71,195.1,125,8.78,7.5,3,2.03,1,no
1644,WI,107,area_code_408,no,no,0,134,104,22.78,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3,no
1645,WV,124,area_code_510,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,no
1646,CT,95,area_code_415,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,no
1647,MN,173,area_code_510,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,yes
1648,MO,110,area_code_408,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,no
1649,VA,102,area_code_510,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,no
1650,NH,130,area_code_408,no,no,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,no
1651,OK,91,area_code_408,no,yes,31,273,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,no
1652,CT,64,area_code_415,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,yes
1653,TN,176,area_code_415,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8,7.2,6,1.94,1,no
1654,MD,93,area_code_510,yes,no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3,1,yes
1655,WI,84,area_code_510,no,yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,no
1656,SD,138,area_code_510,no,no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5,3,1.35,3,no
1657,ND,101,area_code_415,no,yes,28,105.9,132,18,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,no
1658,VA,136,area_code_408,no,no,0,142.3,79,24.19,158,113,13.43,177.5,75,7.99,6,11,1.62,2,no
1659,UT,111,area_code_510,no,no,0,191.3,80,32.52,138.5,94,11.77,246,107,11.07,6.4,3,1.73,2,no
1660,MA,132,area_code_408,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,no
1661,SD,128,area_code_415,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,no
1662,AL,92,area_code_408,no,yes,38,242.2,96,41.17,159.7,144,13.57,210,108,9.45,8.9,1,2.4,1,no
1663,AL,197,area_code_415,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,yes
1664,WV,191,area_code_408,no,no,0,162,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,no
1665,SC,99,area_code_415,no,yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,no
1666,FL,106,area_code_415,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,no
1667,KY,88,area_code_415,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,no
1668,UT,78,area_code_415,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,no
1669,NY,98,area_code_408,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,no
1670,MS,17,area_code_408,no,yes,35,198.5,123,33.75,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1,no
1671,NH,56,area_code_415,no,yes,24,121.7,87,20.69,184,76,15.64,266.6,98,12,12.7,3,3.43,1,no
1672,VA,84,area_code_415,no,no,0,130.2,105,22.13,278,60,23.63,305.4,74,13.74,14,6,3.78,2,no
1673,VT,95,area_code_510,no,no,0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,no
1674,WY,16,area_code_415,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,no
1675,NV,76,area_code_510,yes,no,0,241,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,yes
1676,WV,93,area_code_415,no,no,0,141.7,95,24.09,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0,no
1677,WA,83,area_code_408,no,no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,no
1678,KS,123,area_code_415,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1,no
1679,VT,64,area_code_408,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,no
1680,OK,82,area_code_510,no,no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,yes
1681,GA,107,area_code_510,no,no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,no
1682,CO,110,area_code_510,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,no
1683,AK,96,area_code_408,no,yes,29,150,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,no
1684,TN,47,area_code_415,no,yes,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,no
1685,KY,115,area_code_510,no,no,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,no
1686,PA,69,area_code_415,no,no,0,143.6,88,24.41,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3,no
1687,CT,163,area_code_408,no,yes,40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,no
1688,CT,90,area_code_415,no,no,0,37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3,no
1689,MN,98,area_code_415,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,no
1690,WY,90,area_code_408,no,yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,no
1691,PA,174,area_code_415,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,no
1692,OR,95,area_code_415,no,no,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,yes
1693,PA,79,area_code_415,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,yes
1694,OK,123,area_code_415,no,yes,27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,no
1695,VT,99,area_code_415,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,yes
1696,ID,114,area_code_415,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,no
1697,PA,141,area_code_510,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,no
1698,NM,132,area_code_408,no,no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,no
1699,FL,133,area_code_510,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,no
1700,TX,133,area_code_408,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,no
1701,VT,93,area_code_510,no,yes,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,no
1702,MA,34,area_code_415,no,no,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,yes
1703,OR,140,area_code_415,no,no,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,yes
1704,DE,96,area_code_415,no,yes,26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2,no
1705,FL,144,area_code_510,no,no,0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,yes
1706,ID,24,area_code_408,no,yes,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,no
1707,MD,54,area_code_415,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,no
1708,WV,50,area_code_408,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,yes
1709,ID,92,area_code_415,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,no
1710,NV,96,area_code_408,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,no
