rownames,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
683,City Hotel,0,27,2016,August,36,31,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,110,0,3,Check-Out,2016-09-02
684,City Hotel,0,138,2017,January,2,13,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,77.86,0,0,Check-Out,2017-01-17
685,City Hotel,0,88,2016,May,19,3,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,117,0,1,Check-Out,2016-05-06
686,Resort Hotel,1,277,2016,June,25,12,2,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,2016-03-29
687,City Hotel,0,29,2016,August,36,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,122,0,2,Check-Out,2016-08-31
688,City Hotel,0,35,2017,February,6,9,2,7,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117.87,0,0,Check-Out,2017-02-18
689,City Hotel,1,38,2016,March,13,23,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,171,0,0,Canceled,2016-02-14
690,City Hotel,1,50,2017,May,21,22,1,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,1,Canceled,2017-04-09
691,Resort Hotel,0,1,2016,December,51,14,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,NULL,0,Transient,34.4,0,1,Check-Out,2016-12-15
692,City Hotel,1,38,2016,May,22,23,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,1,Canceled,2016-05-11
693,City Hotel,1,19,2017,February,6,11,2,2,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.8,0,0,Canceled,2017-01-24
694,City Hotel,1,99,2017,April,17,23,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Canceled,2017-01-14
695,City Hotel,0,269,2016,December,53,29,2,3,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,0,Transient-Party,70,0,0,Check-Out,2017-01-03
696,Resort Hotel,0,59,2015,July,29,12,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,144.43,1,2,Check-Out,2015-07-19
697,City Hotel,0,23,2016,December,50,7,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,88,0,2,Check-Out,2016-12-08
698,City Hotel,0,36,2017,June,24,13,0,2,2,1,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,114.8,0,2,Check-Out,2017-06-15
699,City Hotel,0,368,2017,June,26,28,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-07-01
700,City Hotel,1,305,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35,NULL,17,Transient,100,0,0,Canceled,2015-12-18
701,Resort Hotel,0,236,2017,June,23,4,4,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,100.4,0,0,Check-Out,2017-06-14
702,City Hotel,1,219,2017,June,23,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,105,0,0,Canceled,2017-04-21
703,City Hotel,1,146,2017,August,35,29,0,5,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,131,0,1,Canceled,2017-04-08
704,Resort Hotel,0,406,2016,August,36,29,3,9,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,NULL,0,Contract,57.68,0,1,Check-Out,2016-09-10
705,City Hotel,0,27,2017,July,28,14,0,2,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,2017-07-16
706,City Hotel,0,64,2016,September,40,28,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157,NULL,0,Transient,101.52,0,0,Check-Out,2016-10-01
707,City Hotel,1,0,2016,February,6,4,0,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79,0,0,No-Show,2016-02-04
708,City Hotel,1,136,2016,May,22,26,0,3,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,198.9,0,0,Canceled,2016-01-30
709,City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0,Canceled,2016-11-25
710,Resort Hotel,0,1,2017,January,1,5,0,1,2,0,0,BB,SWE,Direct,TA/TO,0,0,0,A,H,0,No Deposit,NULL,NULL,0,Transient,44,0,1,Check-Out,2017-01-06
711,City Hotel,0,119,2016,December,53,28,0,3,2,1,0,HB,CHE,Direct,Direct,0,0,0,E,E,2,No Deposit,14,NULL,0,Transient,202.33,0,1,Check-Out,2016-12-31
712,Resort Hotel,1,85,2016,November,46,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,2,Canceled,2016-08-18
713,Resort Hotel,0,71,2016,September,38,12,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient,167,1,1,Check-Out,2016-09-14
714,City Hotel,0,134,2016,April,15,9,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,90,0,1,Check-Out,2016-04-11
715,Resort Hotel,1,155,2016,December,53,26,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,2,Canceled,2016-12-04
716,City Hotel,1,281,2016,April,16,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
717,City Hotel,0,61,2015,November,48,23,1,2,1,0,0,BB,EGY,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,70,0,0,Check-Out,2015-11-26
718,City Hotel,0,66,2016,September,36,1,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141.9,0,1,Check-Out,2016-09-04
719,Resort Hotel,1,162,2017,June,24,13,0,2,3,1,0,BB,FIN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,185,0,1,Canceled,2017-03-28
720,City Hotel,0,27,2016,September,39,20,0,1,1,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,85,0,0,Check-Out,2016-09-21
721,City Hotel,1,327,2015,September,37,9,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,60,0,0,Canceled,2015-07-02
722,City Hotel,0,129,2016,May,20,13,1,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,121.5,0,1,Check-Out,2016-05-16
723,City Hotel,1,43,2016,July,30,19,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,123.9,0,0,Canceled,2016-07-15
724,Resort Hotel,0,15,2015,July,31,31,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,173,1,2,Check-Out,2015-08-02
725,City Hotel,0,303,2016,November,47,18,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,73.95,0,1,Check-Out,2016-11-22
726,Resort Hotel,0,105,2015,November,47,18,2,4,2,0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313,NULL,65,Transient-Party,69,0,0,Check-Out,2015-11-24
727,City Hotel,1,311,2015,August,35,24,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-02
728,City Hotel,1,122,2017,June,23,8,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,154.67,0,0,Canceled,2017-02-08
729,City Hotel,1,308,2016,November,48,25,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,52,0,0,Canceled,2016-03-15
730,Resort Hotel,0,0,2016,March,12,18,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65,0,1,Check-Out,2016-03-20
731,Resort Hotel,1,121,2015,September,37,12,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,82,0,2,Canceled,2015-08-26
732,City Hotel,0,1,2017,June,24,16,0,2,2,0,0,BB,PER,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,1,Check-Out,2017-06-18
733,City Hotel,0,96,2016,July,29,15,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,94.5,0,0,Check-Out,2016-07-19
734,City Hotel,1,94,2017,August,34,25,1,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,122.45,0,0,Canceled,2017-05-23
735,City Hotel,1,230,2017,May,19,7,2,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.7,0,2,Canceled,2017-03-15
736,Resort Hotel,0,4,2017,January,5,29,2,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,34,0,0,Check-Out,2017-01-31
737,City Hotel,1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,116,0,0,Canceled,2015-08-20
738,Resort Hotel,0,225,2016,May,22,26,0,3,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,NULL,223,0,Transient-Party,66,1,0,Check-Out,2016-05-29
739,City Hotel,0,77,2016,April,16,15,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,68.04,0,1,Check-Out,2016-04-18
740,City Hotel,1,342,2015,September,39,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
741,City Hotel,1,105,2017,June,26,26,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0,Canceled,2017-04-30
742,Resort Hotel,0,229,2016,September,36,3,2,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,143,NULL,0,Contract,79.9,0,0,Check-Out,2016-09-10
743,City Hotel,0,9,2016,January,2,4,1,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89,0,1,Check-Out,2016-01-05
744,Resort Hotel,0,286,2017,May,20,18,1,3,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,243,NULL,0,Contract,78.95,0,1,Check-Out,2017-05-22
745,City Hotel,1,44,2016,November,48,25,2,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,0,Canceled,2016-10-20
746,Resort Hotel,0,9,2015,August,35,24,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,209,0,1,Check-Out,2015-08-30
747,Resort Hotel,0,49,2015,November,46,12,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,68,0,2,Check-Out,2015-11-14
748,City Hotel,1,157,2017,May,18,1,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,130,0,0,Canceled,2016-11-25
749,Resort Hotel,0,14,2016,February,7,13,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,64,1,2,Check-Out,2016-02-20
750,Resort Hotel,0,9,2015,December,51,14,1,0,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,38,0,0,Check-Out,2015-12-15
751,Resort Hotel,0,49,2016,August,36,29,2,5,2,0,0,HB,USA,Direct,Direct,1,0,1,D,D,1,No Deposit,250,NULL,0,Transient,218.6,1,0,Check-Out,2016-09-05
752,Resort Hotel,1,22,2016,July,28,8,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,159,0,0,Canceled,2016-06-24
753,Resort Hotel,0,3,2016,February,6,4,2,3,1,0,0,BB,NZL,Corporate,Corporate,0,0,0,A,E,2,No Deposit,NULL,22,0,Transient,49.3,0,0,Check-Out,2016-02-09
754,City Hotel,0,2,2016,May,20,9,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,2,Check-Out,2016-05-10
755,City Hotel,1,192,2016,October,44,28,2,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,164.63,0,0,Canceled,2016-05-03
756,City Hotel,1,119,2015,December,53,28,2,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11,NULL,0,Transient,46.51,0,1,Canceled,2015-12-26
757,City Hotel,1,24,2017,February,8,21,0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,97.58,0,0,Canceled,2017-02-03
758,City Hotel,0,271,2015,July,29,15,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,0,0,0,Check-Out,2015-07-17
759,City Hotel,0,47,2016,March,11,7,1,3,2,0,0,SC,ARM,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,65.75,0,0,Check-Out,2016-03-11
760,City Hotel,0,31,2017,January,1,5,0,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124,0,2,Check-Out,2017-01-08
761,City Hotel,0,292,2016,December,51,13,0,4,2,0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient-Party,81.6,0,1,Check-Out,2016-12-17
762,City Hotel,1,420,2017,May,20,20,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2017-03-02
763,City Hotel,0,47,2016,October,43,18,0,3,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121,NULL,0,Transient,85.5,0,0,Check-Out,2016-10-21
764,City Hotel,0,16,2015,July,30,25,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-28
765,City Hotel,1,164,2016,August,35,24,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,76.46,0,0,Canceled,2016-05-31
766,Resort Hotel,0,0,2017,May,21,27,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240,NULL,0,Transient,123.3,0,0,Check-Out,2017-05-29
767,City Hotel,0,79,2016,June,25,16,2,4,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient,120.6,0,0,Check-Out,2016-06-22
768,Resort Hotel,0,5,2017,March,10,6,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient,30,0,0,Check-Out,2017-03-07
769,City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,110,0,0,Canceled,2016-07-13
770,City Hotel,1,283,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-02
771,City Hotel,0,115,2016,April,15,8,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,34,Transient-Party,65,0,1,Check-Out,2016-04-10
772,City Hotel,0,0,2016,June,24,10,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,1,0,Check-Out,2016-06-11
773,Resort Hotel,0,68,2015,August,36,30,2,3,2,1,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,135.13,1,0,Check-Out,2015-09-04
774,City Hotel,0,230,2016,September,36,2,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,96.3,0,1,Check-Out,2016-09-05
775,City Hotel,0,51,2017,March,10,8,0,0,0,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28,NULL,0,Transient,0,0,0,Check-Out,2017-03-08
776,City Hotel,0,180,2016,October,42,10,1,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,NULL,0,Transient-Party,120,0,0,Check-Out,2016-10-13
777,Resort Hotel,0,202,2016,November,46,12,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,37.8,0,2,Check-Out,2016-11-16
778,City Hotel,0,152,2017,July,28,9,2,0,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.1,0,2,Check-Out,2017-07-11
779,City Hotel,0,149,2017,June,25,24,0,1,2,0,0,HB,USA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,495,NULL,0,Transient-Party,154,0,1,Check-Out,2017-06-25
780,Resort Hotel,1,304,2017,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298,NULL,0,Transient,66,0,0,Canceled,2017-03-20
781,Resort Hotel,0,0,2017,March,11,13,1,0,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,67,1,1,Check-Out,2017-03-14
782,City Hotel,0,6,2016,July,28,8,1,2,1,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,75,0,0,Check-Out,2016-07-11
783,Resort Hotel,0,169,2016,March,14,31,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,C,1,Refundable,NULL,223,0,Transient-Party,66,0,0,Check-Out,2016-04-03
784,City Hotel,0,153,2016,June,27,29,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,83.83,0,1,Check-Out,2016-07-03
785,Resort Hotel,0,14,2016,August,36,30,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,180,0,2,Check-Out,2016-08-31
786,Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,HUN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,NULL,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02
787,City Hotel,1,140,2015,December,53,29,0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,2015-10-19
788,Resort Hotel,0,22,2016,March,12,16,2,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69,NULL,0,Transient,30.6,0,0,Check-Out,2016-03-23
789,Resort Hotel,0,0,2017,February,7,17,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,NULL,0,Transient-Party,110,0,1,Check-Out,2017-02-18
790,City Hotel,0,31,2016,February,6,4,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,NULL,174,0,Transient-Party,71,0,0,Check-Out,2016-02-06
791,City Hotel,1,161,2017,February,8,19,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,104,0,1,Canceled,2017-02-15
792,Resort Hotel,0,14,2017,May,21,23,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,101.33,0,1,Check-Out,2017-05-26
793,City Hotel,0,50,2016,September,36,1,2,4,2,0,0,SC,USA,Direct,Direct,0,0,0,D,D,2,No Deposit,14,NULL,0,Transient,124.58,0,0,Check-Out,2016-09-07
794,City Hotel,1,28,2016,February,9,26,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,125.77,0,1,Canceled,2016-02-13
795,City Hotel,0,17,2016,November,47,18,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.5,0,0,Check-Out,2016-11-22
796,Resort Hotel,0,7,2017,June,24,16,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,186,1,1,Check-Out,2017-06-19
797,City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,120,0,0,Canceled,2016-04-27
798,City Hotel,0,69,2017,April,16,21,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,108,0,0,Check-Out,2017-04-26
799,City Hotel,1,372,2016,July,29,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
800,City Hotel,1,110,2016,May,20,9,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-01-21
801,City Hotel,1,290,2016,June,25,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,108,Transient-Party,72,0,0,Canceled,2016-06-15
802,City Hotel,1,32,2015,October,41,4,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,94.5,0,1,Canceled,2015-09-10
803,Resort Hotel,0,1,2016,April,18,29,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,65,1,0,Check-Out,2016-04-30
804,Resort Hotel,0,1,2015,November,48,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2015-11-28
805,City Hotel,0,377,2016,October,42,14,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,2016-10-16
806,City Hotel,1,142,2017,August,33,16,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,0,Canceled,2017-03-31
807,Resort Hotel,1,18,2016,March,13,22,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,0,Canceled,2016-03-07
808,City Hotel,1,50,2016,March,11,11,2,2,2,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,63.75,0,0,Canceled,2016-01-25
809,Resort Hotel,0,229,2017,July,31,30,2,2,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,410,NULL,0,Transient,157.28,0,1,Check-Out,2017-08-03
810,Resort Hotel,0,116,2015,August,32,7,2,5,2,1,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5,NULL,0,Transient,133.5,1,2,Check-Out,2015-08-14
811,Resort Hotel,0,0,2016,May,22,25,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,129,0,0,Check-Out,2016-05-26
812,City Hotel,0,7,2015,August,34,20,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,67.5,0,1,Check-Out,2015-08-21
813,City Hotel,1,148,2015,December,53,30,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,79,Transient,67,0,0,Canceled,2015-11-11
814,City Hotel,0,122,2016,March,14,27,2,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,NULL,0,Transient-Party,86,0,0,Check-Out,2016-03-30
815,City Hotel,0,155,2016,July,28,6,2,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient-Party,97.75,0,1,Check-Out,2016-07-12
816,City Hotel,0,113,2016,March,13,23,0,4,2,1,0,SC,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11,NULL,0,Transient,68.3,0,1,Check-Out,2016-03-27
817,City Hotel,0,29,2016,October,41,5,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,152,0,2,Check-Out,2016-10-07
818,City Hotel,0,105,2016,August,32,6,1,1,2,0,0,SC,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Check-Out,2016-08-08
819,City Hotel,1,37,2016,June,23,4,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,131.4,0,0,Canceled,2016-05-12
