rownames,year,title,original_title,director,languages,countries_of_origin,run_time,imdb_url
657,1969,Don't Let the Angels Fall,,George Kaczender,en,CA,1h 39m,https://www.imdb.com/title/tt0064248/
658,1969,Easy Rider,,Dennis Hopper,"en,es",US,1h 35m,https://www.imdb.com/title/tt0064276/
659,1969,Spain Again,España otra vez,Jaime Camino,"es,en,ca",ES,1h 48m,https://www.imdb.com/title/tt0062941/
660,1969,End of a Priest,Faráruv konec,Evald Schorm,cs,CS,1h 38m,https://www.imdb.com/title/tt0064316/
661,1969,The Confrontation,Fényes szelek,Miklós Jancsó,"hu,he,it",HU,1h 20m,https://www.imdb.com/title/tt0062995/
662,1969,Flashback,,Raffaele Andreassi,"it,de",IT,1h 46m,https://www.imdb.com/title/tt0145777/
663,1969,Machine Gun McCain,Gli intoccabili,Giuliano Montaldo,"it,en",IT,1h 36m,https://www.imdb.com/title/tt0065895/
664,1969,If....,,Lindsay Anderson,en,GB,1h 51m,https://www.imdb.com/title/tt0063850/
665,1969,The Loves of Isadora Duncan,Isadora,Karel Reisz,"en,ru,fr,de","GB,FR",2h 11m,https://www.imdb.com/title/tt0063141/
666,1969,Le grand amour,,Pierre Étaix,fr,FR,1h 27m,https://www.imdb.com/title/tt0064390/
667,1969,My Night at Maud's,Ma nuit chez Maud,Éric Rohmer,fr,FR,1h 50m,https://www.imdb.com/title/tt0064612/
668,1969,Manden der tænkte ting,,Jens Ravn,da,DK,1h 33m,https://www.imdb.com/title/tt0064631/
669,1969,Matzor,,Gilberto Tofano,he,IL,1h 40m,https://www.imdb.com/title/tt0141591/
670,1969,"Metti, una sera a cena",,Giuseppe Patroni Griffi,it,IT,2h 5m,https://www.imdb.com/title/tt0064660/
671,1969,Michael Kohlhaas - Der Rebell,,Volker Schlöndorff,"de,en",DE,1h 39m,https://www.imdb.com/title/tt0064662/
672,1969,Hymn to a Tired Man,Nihon no seishun,Masaki Kobayashi,ja,JP,2h 10m,https://www.imdb.com/title/tt0134849/
673,1969,Hunting Flies,Polowanie na muchy,Andrzej Wajda,pl,PL,1h 44m,https://www.imdb.com/title/tt0064825/
674,1969,Slaves,,Herbert J. Biberman,en,US,1h 50m,https://www.imdb.com/title/tt0064997/
675,1969,The Appointment,,Sidney Lumet,"en,it",US,1h 55m,https://www.imdb.com/title/tt0064035/
676,1969,The Prime of Miss Jean Brodie,,Ronald Neame,"en,fr,it",GB,1h 56m,https://www.imdb.com/title/tt0064840/
677,1969,All My Good Countrymen,Vsichni dobrí rodáci,Vojtech Jasný,cs,CS,2h,https://www.imdb.com/title/tt0063791/
678,1969,Z,,Costa-Gavras,"fr,ru,en","FR,DZ",2h 7m,https://www.imdb.com/title/tt0065234/
679,1970,The Buttercup Chain,,Robert Ellis Miller,en,GB,1h 35m,https://www.imdb.com/title/tt0066875/
680,1970,Don Segundo Sombra,,Manuel Antin,es,AR,1h 45m,https://www.imdb.com/title/tt0064246/
681,1970,The Pizza Triangle,Dramma della gelosia (tutti i particolari in cronaca),Ettore Scola,it,"IT,ES",1h 47m,https://www.imdb.com/title/tt0065662/
682,1970,The Land,Al-ard,Youssef Chahine,ar,EG,2h 10m,https://www.imdb.com/title/tt0064038/
683,1970,Harry Munter,,Kjell Grede,"sv,en",SE,1h 41m,https://www.imdb.com/title/tt0064407/
684,1970,The Dreamer,Ha-Timhoni,Dan Wolman,he,IL,1h 25m,https://www.imdb.com/title/tt0065663/
685,1970,The Bamboo Incident,Hoa-Binh,Raoul Coutard,"en,vi,fr",FR,1h 33m,https://www.imdb.com/title/tt0065838/
686,1970,Tulips of Haarlem,I tulipani di Haarlem,Franco Brusati,it,"IT,FR",1h 42m,https://www.imdb.com/title/tt0211077/
687,1970,Investigation of a Citizen Above Suspicion,Indagine su un cittadino al di sopra di ogni sospetto,Elio Petri,it,IT,1h 55m,https://www.imdb.com/title/tt0065889/
688,1970,Landscape After the Battle,Krajobraz po bitwie,Andrzej Wajda,"pl,en",PL,1h 49m,https://www.imdb.com/title/tt0065948/
689,1970,Le dernier saut,,Édouard Luntz,fr,"FR,IT",1h 40m,https://www.imdb.com/title/tt0071409/
690,1970,Leo the Last,,John Boorman,en,GB,1h 44m,https://www.imdb.com/title/tt0065974/
691,1970,Les choses de la vie,,Claude Sautet,fr,"CH,FR,IT",1h 29m,https://www.imdb.com/title/tt0064165/
692,1970,M*A*S*H,,Robert Altman,"en,ja,ko",US,1h 56m,https://www.imdb.com/title/tt0066026/
693,1970,Magasiskola,,István Gaál,hu,HU,1h 40m,https://www.imdb.com/title/tt0066035/
694,1970,Malatesta,,Peter Lilienthal,de,DE,1h 26m,https://www.imdb.com/title/tt0066044/
695,1970,Metello,,Mauro Bolognini,it,IT,1h 47m,https://www.imdb.com/title/tt0066075/
696,1970,Azyllo Muito Louco,,Nelson Pereira dos Santos,pt,BR,1h 40m,https://www.imdb.com/title/tt0065430/
697,1970,O Palácio dos Anjos,,Walter Hugo Khouri,pt,"BR,FR",1h 36m,https://www.imdb.com/title/tt0189887/
698,1970,Ovoce stromu rajských jíme,,Vera Chytilová,cs,"CS,BE",1h 39m,https://www.imdb.com/title/tt0064781/
699,1970,"Tell Me That You Love Me, Junie Moon",,Otto Preminger,en,US,1h 53m,https://www.imdb.com/title/tt0066445/
700,1970,The Strawberry Statement,,Stuart Hagmann,en,US,1h 49m,https://www.imdb.com/title/tt0066415/
701,1970,Une si simple histoire,,Abdellatif Ben Ammar,ar,TN,1h 37m,https://www.imdb.com/title/tt0267065/
702,1970,¡Vivan los novios!,,Luis García Berlanga,"es,en,de,fr,ca",ES,1h 23m,https://www.imdb.com/title/tt0066531/
703,1970,Élise ou la vraie vie,,Michel Drach,fr,"FR,DZ",1h 44m,https://www.imdb.com/title/tt0066618/
704,1971,Printre colinele verzi,,Nicolae Breban,ro,RO,2h 1m,https://www.imdb.com/title/tt0141822/
705,1971,Apokal,,Paul Anczykowski,de,DE,1h 26m,https://www.imdb.com/title/tt0266255/
706,1971,Beg,,"Aleksandr Alov, Vladimir Naumov",ru,SU,3h 16m,https://www.imdb.com/title/tt0065457/
707,1971,"Drive, He Said",,Jack Nicholson,en,US,1h 30m,https://www.imdb.com/title/tt0068509/
708,1971,"Goya, historia de una soledad",,Nino Quevedo,es,ES,1h 50m,https://www.imdb.com/title/tt0065792/
709,1971,The Ballad of Joe Hill,,Bo Widerberg,"en,sv,it","SE,US",1h 58m,https://www.imdb.com/title/tt0067276/
710,1971,Johnny Got His Gun,,Dalton Trumbo,en,US,1h 51m,https://www.imdb.com/title/tt0067277/
711,1971,La califfa,,Alberto Bevilacqua,it,"FR,IT",1h 36m,https://www.imdb.com/title/tt0065516/
712,1971,Le bateau sur l'herbe,,Gérard Brach,fr,FR,1h 30m,https://www.imdb.com/title/tt0065454/
713,1971,Murmur of the Heart,Le souffle au coeur,Louis Malle,"fr,it","FR,IT,DE",1h 58m,https://www.imdb.com/title/tt0067778/
714,1971,The Scoundrel,Les mariés de l'an deux,Jean-Paul Rappeneau,fr,"FR,IT,RO",1h 38m,https://www.imdb.com/title/tt0067397/
715,1971,Loot,,Silvio Narizzano,en,GB,1h 41m,https://www.imdb.com/title/tt0066002/
716,1971,Mira,,Fons Rademakers,nl,"BE,NL",1h 35m,https://www.imdb.com/title/tt0067436/
717,1971,Death in Venice,Morte a Venezia,Luchino Visconti,"en,it,pl,fr,ru,de","IT,FR",2h 10m,https://www.imdb.com/title/tt0067445/
718,1971,Wake in Fright,,Ted Kotcheff,en,"AU,US,GB",1h 49m,https://www.imdb.com/title/tt0067541/
719,1971,Between Miracles,Per grazia ricevuta,Nino Manfredi,it,IT,2h 2m,https://www.imdb.com/title/tt0067565/
720,1971,Pindorama,,Arnaldo Jabor,pt,BR,1h 35m,https://www.imdb.com/title/tt0186448/
721,1971,Raphaël ou le débauché,,Michel Deville,fr,FR,1h 40m,https://www.imdb.com/title/tt0067652/
722,1971,Sacco & Vanzetti,Sacco e Vanzetti,Giuliano Montaldo,"it,en","IT,FR",2h 5m,https://www.imdb.com/title/tt0067698/
723,1971,Love,Szerelem,Károly Makk,"hu,de",HU,1h 28m,https://www.imdb.com/title/tt0067814/
724,1971,Taking Off,,Milos Forman,en,US,1h 33m,https://www.imdb.com/title/tt0067820/
725,1971,The Go-Between,,Joseph Losey,en,GB,1h 56m,https://www.imdb.com/title/tt0067144/
726,1971,The Panic in Needle Park,,Jerry Schatzberg,en,US,1h 50m,https://www.imdb.com/title/tt0067549/
727,1971,Walkabout,,Nicolas Roeg,"en,cs,fr","GB,AU",1h 40m,https://www.imdb.com/title/tt0067959/
728,1971,A Soul to Devils,Yami no naka no chimimoryo,Kô Nakahira,ja,JP,1h 50m,https://www.imdb.com/title/tt0165551/
729,1971,Family Life,Zycie rodzinne,Krzysztof Zanussi,pl,PL,1h 28m,https://www.imdb.com/title/tt0068021/
730,1972,A Fan's Notes,,Eric Till,en,CA,1h 30m,https://www.imdb.com/title/tt0068571/
731,1972,I Love You Rosa,Ani Ohev Otach Rosa,Moshé Mizrahi,he,IL,1h 12m,https://www.imdb.com/title/tt0068213/
732,1972,Chinmoku,,Masahiro Shinoda,"ja,en",JP,2h 9m,https://www.imdb.com/title/tt0067755/
733,1972,Chère Louise,,Philippe de Broca,fr,"FR,IT",1h 33m,https://www.imdb.com/title/tt0068378/
734,1972,Havoc,Das Unheil,Peter Fleischmann,de,"FR,DE",1h 46m,https://www.imdb.com/title/tt0067904/
735,1972,The Mattei Affair,Il caso Mattei,Francesco Rosi,"it,en",IT,1h 56m,https://www.imdb.com/title/tt0068346/
736,1972,Images,,Robert Altman,"en,fr",GB,1h 44m,https://www.imdb.com/title/tt0068732/
737,1972,Jeremiah Johnson,,Sydney Pollack,"en,fr",US,1h 48m,https://www.imdb.com/title/tt0068762/
738,1972,"King, Queen, Knave",,Jerzy Skolimowski,en,"DE,US",1h 34m,https://www.imdb.com/title/tt0068806/
739,1972,The Working Class Goes to Heaven,La classe operaia va in paradiso,Elio Petri,it,IT,2h 5m,https://www.imdb.com/title/tt0066919/
740,1972,The True Nature of Bernadette,La vraie nature de Bernadette,Gilles Carle,fr,CA,1h 55m,https://www.imdb.com/title/tt0069477/
741,1972,The Surveyors,Les arpenteurs,Michel Soutter,fr,CH,1h 25m,https://www.imdb.com/title/tt0068221/
742,1972,Hearth Fires,Les feux de la chandeleur,Serge Korber,fr,"FR,IT",1h 35m,https://www.imdb.com/title/tt0173821/
743,1972,Malpertuis,,Harry Kümel,nl,"BE,FR,DE",2h 5m,https://www.imdb.com/title/tt0067386/
744,1972,Red Psalm,Még kér a nép,Miklós Jancsó,"hu,en",HU,1h 27m,https://www.imdb.com/title/tt0067467/
745,1972,The Seduction of Mimi,Mimì metallurgico ferito nell'onore,Lina Wertmüller,it,IT,2h 1m,https://www.imdb.com/title/tt0068950/
746,1972,We Won't Grow Old Together,Nous ne vieillirons pas ensemble,Maurice Pialat,"fr,ru","FR,IT",1h 50m,https://www.imdb.com/title/tt0069027/
747,1972,Pearl in the Crown,Perla w koronie,Kazimierz Kutz,pl,PL,1h 51m,https://www.imdb.com/title/tt0069078/
748,1972,Oil Lamps,Petrolejové lampy,Juraj Herz,cs,CS,1h 41m,https://www.imdb.com/title/tt0067572/
749,1972,Slaughterhouse-Five,,George Roy Hill,"en,de,ru",US,1h 44m,https://www.imdb.com/title/tt0069280/
750,1972,Solaris,Solyaris,Andrei Tarkovsky,"ru,de",SU,2h 47m,https://www.imdb.com/title/tt0069293/
751,1972,The Ruling Class,,Peter Medak,"en,fr,it,de",GB,2h 34m,https://www.imdb.com/title/tt0069198/
752,1972,The Visitors,,Elia Kazan,en,US,1h 28m,https://www.imdb.com/title/tt0069466/
753,1972,To Find a Man,,Buzz Kulik,en,US,1h 30m,https://www.imdb.com/title/tt0069385/
754,1972,Trotta,,Johannes Schaaf,de,DE,1h 35m,https://www.imdb.com/title/tt0067884/
755,1973,A Promessa,,António de Macedo,pt,PT,1h 42m,https://www.imdb.com/title/tt0072039/
756,1973,Ana and the Wolves,Ana y los lobos,Carlos Saura,"es,en",ES,1h 40m,https://www.imdb.com/title/tt0068207/
757,1973,Belle,,André Delvaux,fr,"BE,FR",1h 36m,https://www.imdb.com/title/tt0156348/
758,1973,Hospitals: The White Mafia,"Bisturi, la mafia bianca",Luigi Zampa,it,IT,1h 43m,https://www.imdb.com/title/tt0138324/
759,1973,Electra Glide in Blue,,James William Guercio,en,US,1h 54m,https://www.imdb.com/title/tt0070022/
760,1973,Love & Anarchy,"Film d'amore e d'anarchia, ovvero: stamattina alle 10, in via dei Fiori, nella nota casa di tolleranza...",Lina Wertmüller,it,"IT,FR",2h 4m,https://www.imdb.com/title/tt0070061/
761,1973,Godspell,,David Greene,"en,he,es",US,1h 43m,https://www.imdb.com/title/tt0070121/
762,1973,Jeremy,,Arthur Barron,en,US,1h 30m,https://www.imdb.com/title/tt0070238/
763,1973,The Invitation,L'invitation,Claude Goretta,fr,"CH,FR",1h 40m,https://www.imdb.com/title/tt0070224/
764,1973,The Big Feast,La grande bouffe,Marco Ferreri,"es,fr,it","FR,IT",2h 10m,https://www.imdb.com/title/tt0070130/
765,1973,The Mother and the Whore,La maman et la putain,Jean Eustache,fr,FR,3h 37m,https://www.imdb.com/title/tt0070359/
766,1973,The Death of a Lumberjack,La mort d'un bûcheron,Gilles Carle,fr,CA,1h 55m,https://www.imdb.com/title/tt0070411/
767,1973,La otra imagen,,Antoni Ribas,es,ES,1h 30m,https://www.imdb.com/title/tt0069053/
768,1973,Fantastic Planet,La planète sauvage,René Laloux,"fr,cs","FR,CS",1h 12m,https://www.imdb.com/title/tt0070544/
769,1973,Le Far-West,,Jacques Brel,fr,"FR,BE",1h 30m,https://www.imdb.com/title/tt0070053/
770,1973,O Lucky Man!,,Lindsay Anderson,en,"GB,US",2h 58m,https://www.imdb.com/title/tt0070464/
771,1973,Petöfi '73,,Ferenc Kardos,hu,HU,1h 29m,https://www.imdb.com/title/tt0070527/
772,1973,The Hourglass Sanatorium,Sanatorium pod Klepsydra,Wojciech Has,"pl,yi,he",PL,2h 4m,https://www.imdb.com/title/tt0070628/
773,1973,Scarecrow,,Jerry Schatzberg,en,US,1h 52m,https://www.imdb.com/title/tt0070643/
774,1973,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,,Paul Newman,en,US,1h 40m,https://www.imdb.com/title/tt0068528/
775,1973,The Hireling,,Alan Bridges,en,GB,1h 48m,https://www.imdb.com/title/tt0070180/
776,1973,One Hamlet Less,Un Amleto di meno,Carmelo Bene,it,IT,1h 10m,https://www.imdb.com/title/tt0069705/
777,1973,Monolog,,Ilya Averbakh,ru,SU,1h 40m,https://www.imdb.com/title/tt0068963/
778,1973,We Want the Colonels,Vogliamo i colonnelli,Mario Monicelli,"it,fr",IT,1h 38m,https://www.imdb.com/title/tt0070887/
779,1974,"Daughters, Daughters",Abu el Banat,Moshé Mizrahi,he,IL,1h 40m,https://www.imdb.com/title/tt0133334/
780,1974,Ali: Fear Eats the Soul,Angst essen Seele auf,Rainer Werner Fassbinder,"de,ar",DE,1h 32m,https://www.imdb.com/title/tt0071141/
781,1974,Somewhere Beyond Love,Delitto d'amore,Luigi Comencini,it,IT,1h 48m,https://www.imdb.com/title/tt0071404/
782,1974,The Holy Office,El santo oficio,Arturo Ripstein,"es,he",MX,2h 7m,https://www.imdb.com/title/tt0073656/
783,1974,Garm Hava,,M.S. Sathyu,"ur,hi",IN,2h 26m,https://www.imdb.com/title/tt0073034/
784,1974,Himiko,,Masahiro Shinoda,ja,JP,1h 40m,https://www.imdb.com/title/tt0071609/
785,1974,Arabian Nights,Il fiore delle mille e una notte,Pier Paolo Pasolini,"it,ar","IT,FR",2h 10m,https://www.imdb.com/title/tt0071502/
786,1974,Once Upon a Time in the East,Il était une fois dans l'est,André Brassard,fr,CA,1h 41m,https://www.imdb.com/title/tt0071649/
787,1974,The Bear Cage,La cage aux ours,Marian Handwerker,fr,BE,1h 21m,https://www.imdb.com/title/tt0211287/
788,1974,La prima Angélica,,Carlos Saura,es,ES,1h 47m,https://www.imdb.com/title/tt0072030/
789,1974,Les autres,,Hugo Santiago,fr,FR,2h 7m,https://www.imdb.com/title/tt0071177/
790,1974,Violins at the Ball,Les violons du bal,Michel Drach,fr,FR,1h 50m,https://www.imdb.com/title/tt0072371/
791,1974,Cat's Play,Macskajáték,Károly Makk,hu,HU,1h 55m,https://www.imdb.com/title/tt0068891/
792,1974,Mahler,,Ken Russell,"en,de",GB,1h 55m,https://www.imdb.com/title/tt0071797/
793,1974,Milarepa,,Liliana Cavani,it,IT,1h 48m,https://www.imdb.com/title/tt0071841/
794,1974,The Last Word,Poslednata duma,Binka Zhelyazkova,bg,BG,1h 58m,https://www.imdb.com/title/tt0177128/
795,1974,"Saat el Tahrir Dakkat, Barra ya Isti Mar",,Heiny Srour,ar,"GB,LB,FR",1h 2m,https://www.imdb.com/title/tt0222337/
796,1974,Hopelessly Lost,Sovsem propashchiy,Georgiy Daneliya,ru,SU,1h 38m,https://www.imdb.com/title/tt0123277/
797,1974,Stavisky,,Alain Resnais,"fr,en","FR,IT",2h,https://www.imdb.com/title/tt0072204/
798,1974,Symptoms,,José Ramón Larraz,en,GB,1h 32m,https://www.imdb.com/title/tt0072239/
799,1974,The Conversation,,Francis Ford Coppola,en,US,1h 53m,https://www.imdb.com/title/tt0071360/
800,1974,The Last Detail,,Hal Ashby,en,US,1h 44m,https://www.imdb.com/title/tt0070290/
801,1974,The Nickel Ride,,Robert Mulligan,en,US,1h 39m,https://www.imdb.com/title/tt0073451/
802,1974,The Nine Lives of Fritz the Cat,,Robert Taylor,en,US,1h 17m,https://www.imdb.com/title/tt0071913/
803,1974,The Sugarland Express,,Steven Spielberg,en,US,1h 50m,https://www.imdb.com/title/tt0072226/
804,1974,Thieves Like Us,,Robert Altman,en,US,2h 3m,https://www.imdb.com/title/tt0072274/
805,1975,Alice Doesn't Live Here Anymore,,Martin Scorsese,en,US,1h 52m,https://www.imdb.com/title/tt0071115/
806,1975,Aloïse,,Liliane de Kermadec,"fr,de",FR,1h 55m,https://www.imdb.com/title/tt0071125/
807,1975,Cher Victor,Ce cher Victor,Robin Davis,fr,FR,1h 42m,https://www.imdb.com/title/tt0077334/
808,1975,Chronicle of the Years of Fire,Ahdat Sanawovach El-Djamr,Mohammed Lakhdar-Hamina,ar,DZ,2h 57m,https://www.imdb.com/title/tt0072782/
809,1975,Pastoral: To Die in the Country,Den-en ni shisu,Shûji Terayama,ja,JP,1h 44m,https://www.imdb.com/title/tt0071406/
810,1975,The Story of Sin,Dzieje grzechu,Walerian Borowczyk,"pl,fr,ru,de,it",PL,2h 10m,https://www.imdb.com/title/tt0072919/
811,1975,They Fought for Their Country,Oni srazhalis za rodinu,Sergey Bondarchuk,ru,SU,2h 38m,https://www.imdb.com/title/tt0073488/
812,1975,The Enigma of Kaspar Hauser,Jeder für sich und Gott gegen alle,Werner Herzog,de,DE,1h 50m,https://www.imdb.com/title/tt0071691/
813,1975,Lenny,,Bob Fosse,en,US,1h 51m,https://www.imdb.com/title/tt0071746/
814,1975,Orders,Les ordres,Michel Brault,"fr,en",CA,1h 49m,https://www.imdb.com/title/tt0071949/
815,1975,Lotte in Weimar,,Egon Günther,de,DD,1h 59m,https://www.imdb.com/title/tt0071774/
816,1975,Man Friday,,Jack Gold,en,"GB,US",1h 55m,https://www.imdb.com/title/tt0074849/
817,1975,Mariken van Nieumeghen,,Jos Stelling,nl,NL,1h 20m,https://www.imdb.com/title/tt0071815/
818,1975,Do You Hear the Dogs Barking?,¿No oyes ladrar los perros?,François Reichenbach,es,"FR,MX",1h 22m,https://www.imdb.com/title/tt0073146/
819,1975,The Amulet of Ogum,O Amuleto de Ogum,Nelson Pereira dos Santos,pt,BR,1h 52m,https://www.imdb.com/title/tt0071137/
820,1975,The Passenger,Professione: reporter,Michelangelo Antonioni,"en,es,de,fr","IT,FR,ES",2h 6m,https://www.imdb.com/title/tt0073580/
821,1975,Scent of a Woman,Profumo di donna,Dino Risi,it,IT,1h 43m,https://www.imdb.com/title/tt0072037/
822,1975,Special Section,Section spéciale,Costa-Gavras,"fr,en,de","FR,IT,DE",1h 58m,https://www.imdb.com/title/tt0073679/
823,1975,The Valiant Ones,Zhong lie tu,King Hu,zh,"TW,HK",1h 42m,https://www.imdb.com/title/tt0071324/
824,1975,"Electra, My Love","Szerelmem, Elektra",Miklós Jancsó,hu,HU,1h 10m,https://www.imdb.com/title/tt0072241/
825,1975,A Happy Divorce,En lykkelig skilsmisse,Henning Carlsen,"da,fr","FR,DK",1h 42m,https://www.imdb.com/title/tt0125384/
826,1975,Yuppi du,,"Adriano Celentano, Miky Del Prete",it,IT,2h,https://www.imdb.com/title/tt0168265/
827,1976,Actas de Marusia,,Miguel Littin,"es,en",MX,1h 50m,https://www.imdb.com/title/tt0072601/
828,1976,"Babatou, les trois conseils",,Jean Rouch,fr,"NE,FR",1h 35m,https://www.imdb.com/title/tt0191804/
829,1976,"Ugly, Dirty and Bad","Brutti, sporchi e cattivi",Ettore Scola,it,IT,1h 55m,https://www.imdb.com/title/tt0074252/
830,1976,Bugsy Malone,,Alan Parker,"en,it,fr","GB,US",1h 33m,https://www.imdb.com/title/tt0074256/
831,1976,Cría cuervos,,Carlos Saura,es,ES,1h 45m,https://www.imdb.com/title/tt0074360/
832,1976,Sweet Revenge,,Jerry Schatzberg,en,US,1h 30m,https://www.imdb.com/title/tt0076789/
833,1976,Mrs. Dery Where Are You?,"Déryné, hol van?",Gyula Maár,hu,HU,1h 38m,https://www.imdb.com/title/tt0158595/
834,1976,Kings of the Road,Im Lauf der Zeit,Wim Wenders,"de,en",DE,2h 55m,https://www.imdb.com/title/tt0073152/
835,1976,The Inheritance,L'eredità Ferramonti,Mauro Bolognini,it,IT,2h,https://www.imdb.com/title/tt0074487/
836,1976,La griffe et la dent,,"François Bel, Gérard Vienne",,FR,1h 38m,https://www.imdb.com/title/tt0162911/
837,1976,The Marquise of O,Die Marquise von O...,Éric Rohmer,de,"DE,FR",1h 42m,https://www.imdb.com/title/tt0074870/
838,1976,The Tenant,Le locataire,Roman Polanski,"fr,it",FR,2h 6m,https://www.imdb.com/title/tt0074811/
839,1976,Mr. Klein,,Joseph Losey,fr,"FR,IT",2h 3m,https://www.imdb.com/title/tt0074916/
840,1976,"Next Stop, Greenwich Village",,Paul Mazursky,en,US,1h 51m,https://www.imdb.com/title/tt0074963/
841,1976,Nishant,,Shyam Benegal,hi,IN,2h 20m,https://www.imdb.com/title/tt0073458/
842,1976,Pascual Duarte,,Ricardo Franco,es,ES,1h 34m,https://www.imdb.com/title/tt0073518/
843,1976,Shadow of Angels,Schatten der Engel,Daniel Schmid,de,"CH,DE",1h 41m,https://www.imdb.com/title/tt0075169/
844,1976,Taxi Driver,,Martin Scorsese,"en,es",US,1h 54m,https://www.imdb.com/title/tt0075314/
845,1976,A Child in the Crowd,Un enfant dans la foule,Gérard Blain,"fr,en,de",FR,1h 25m,https://www.imdb.com/title/tt0073839/
846,1976,"Private Vices, Public Pleasures","Vizi privati, pubbliche virtù",Miklós Jancsó,"it,de,fr,hu,en","IT,YU",1h 44m,https://www.imdb.com/title/tt0073869/
847,1977,3 Women,,Robert Altman,en,US,2h 4m,https://www.imdb.com/title/tt0075612/
848,1977,Bang!,,Jan Troell,sv,SE,1h 40m,https://www.imdb.com/title/tt0075724/
849,1977,Black Joy,,Anthony Simmons,en,GB,1h 37m,https://www.imdb.com/title/tt0075760/
850,1977,Bound for Glory,,Hal Ashby,en,US,2h 27m,https://www.imdb.com/title/tt0074235/
851,1977,Budapesti mesék,,István Szabó,hu,HU,1h 30m,https://www.imdb.com/title/tt0074253/
852,1977,Car Wash,,Michael Schultz,"en,es",US,1h 37m,https://www.imdb.com/title/tt0074281/
853,1977,The American Friend,Der amerikanische Freund,Wim Wenders,"de,en,fr","DE,FR",2h 8m,https://www.imdb.com/title/tt0075675/
854,1977,"Elisa, My Life","Elisa, vida mía",Carlos Saura,"es,en,it",ES,2h 5m,https://www.imdb.com/title/tt0075983/
855,1977,Gruppenbild mit Dame,,Aleksandar Petrovic,"de,fr","FR,DE",1h 47m,https://www.imdb.com/title/tt0076113/
856,1977,The Hunters,Oi kynigoi,Theodoros Angelopoulos,el,"GR,FR,DE",2h 48m,https://www.imdb.com/title/tt0076286/
